言語,Excel行,番号,単語,翻訳
ベトナム語,241,10,ポケット,Túi
ベトナム語,243,11,保護メガネ,Kính bảo hộ
ベトナム語,245,12,マスク,Khẩu trang
ベトナム語,246,13,耳栓,Nút tai
ベトナム語,247,14,安全靴,Giày bảo hộ
ベトナム語,248,15,墜落制止用器具（安全帯）,Dây đai an toàn
ベトナム語,252,16,業務,Nghiệp vụ
ベトナム語,253,17,時間厳守,Tuân thủ giờ giấc
ベトナム語,254,18,予定,Dự định
ベトナム語,255,19,日付,Ngày tháng
ベトナム語,256,20,準備,(danh từ) Sự chuẩn bị
ベトナム語,258,21,会議,Cuộc họp
ベトナム語,259,22,朝礼,Họp đầu giờ sáng
ベトナム語,260,23,報告書,Bản báo cáo
ベトナム語,261,24,マニュアル,Tài liệu hướng dẫn
ベトナム語,262,25,作業手順書,Bản trình tự thao tác
ベトナム語,263,26,調子,"Tình trạng, tình hình"
ベトナム語,265,1,立入禁止,Cấm vào
ベトナム語,266,2,禁煙,Cấm hút thuốc
ベトナム語,267,3,火気厳禁,Cấm lửa
ベトナム語,268,4,駐車禁止,Cấm đỗ xe
ベトナム語,269,5,足もと注意,Chú ý dưới chân
ベトナム語,270,6,開口部注意,Chú ý lỗ mở
ベトナム語,271,7,感電注意,Chú ý điện giật
ベトナム語,272,8,堕落注意,Chú ý rơi ngã
ベトナム語,273,9,頭上注意,Chú ý trên đầu
ベトナム語,274,10,警報設備,Thiết bị báo động
ベトナム語,276,11,消火器,Bình chữa cháy
ベトナム語,277,12,AED設置場所,Nơi đặt máy AED
ベトナム語,278,13,保護帽着用,Đội mũ bảo hộ
ベトナム語,279,14,安全帯使用,Sử dụng dây đai an toàn
ベトナム語,280,15,昇降階段,Cầu thang bộ
ベトナム語,281,16,休憩所,Khu vực nghỉ ngơi
ベトナム語,282,17,最大積載荷重,Tải trọng tối đa
ベトナム語,283,18,喫煙所,Khu vực hút thuốc
ベトナム語,284,19,整理整頓,Sắp xếp chỉnh đốn
ベトナム語,285,20,安全通路,Lối đi an toàn
ベトナム語,287,1,,
ベトナム語,288,2,,
ベトナム語,289,3,,
ベトナム語,290,4,,
ベトナム語,291,5,,
ベトナム語,292,6,,
ベトナム語,293,7,,
ベトナム語,294,8,,
ベトナム語,295,9,,
ベトナム語,296,10,,
ベトナム語,298,11,,
ベトナム語,299,12,,
ベトナム語,300,13,,
ベトナム語,301,14,,
ベトナム語,302,15,,
ベトナム語,303,16,,
ベトナム語,304,17,,
ベトナム語,305,18,,
ベトナム語,306,19,,
ベトナム語,307,20,,
ベトナム語,308,21,,
ベトナム語,310,22,,
ベトナム語,311,23,,
ベトナム語,312,24,,
ベトナム語,313,25,,
ベトナム語,315,1,親綱,Dây neo
ベトナム語,316,2,建枠（ビティ）,Giàn giáo khung (Beatty)
ベトナム語,317,3,メッシュシート,Lưới bao che
ベトナム語,318,4,防音パネル,Tấm cách âm
ベトナム語,319,5,朝顔材,"Vách nghiêng dựng tạm để ngừa đồ vật rơi, bắn ra đ ường"
ベトナム語,320,6,架空線,Đường dây điện trên cao
ベトナム語,321,7,幅木（仮設足場）,Tấm chắn chống rơi ngã (Giàn giáo tạm thời)
ベトナム語,322,8,単管,Ống thép
ベトナム語,323,9,脚立,Thang gấp
ベトナム語,324,10,作業半径,Bán kính hoạt động
ベトナム語,326,11,仮ボルト,Bu lông tạm thời
ベトナム語,327,12,手直し,Chỉnh sửa
ベトナム語,328,13,面一,Bề mặt của hai vật liệu phẳng đều nhau
ベトナム語,329,14,点検事項,Hạng mục kiểm tra
ベトナム語,330,15,積載荷重,Hoạt tải
ベトナム語,331,16,すき間,Khe hở
ベトナム語,332,17,通りを見る,Kiểm tra có thẳng hay khô ng
ベトナム語,333,18,組立,"Lắp ráp, lắp ghép"
ベトナム語,334,19,地組,Lắp ráp ở mặt đất
ベトナム語,335,20,天端,Mặt trên
ベトナム語,337,21,玉掛け,Treo tải
ベトナム語,338,22,合図,"Dấu hiệu, tín hiệu"
ベトナム語,339,23,定格荷重,Tải trọng quy định
ベトナム語,340,24,たち,Độ thẳng đứng
ベトナム語,341,25,職長,Tổ trưởng
ベトナム語,343,1,安全カバー,Vỏ bọc an toàn
ベトナム語,344,2,安全帯,Dây đai an toàn
ベトナム語,345,3,インサート,Chốt chèn
ベトナム語,346,4,スペーサ,Con kê
ベトナム語,347,5,鉄筋,Thanh cốt thép
ベトナム語,348,6,電工ドラム（ドラム）,Rulô cuốn dây điện
ベトナム語,349,7,電動丸のこ（電のこ）,Máy cưa đĩa (Dennoko)
ベトナム語,350,8,パッキン,"Gioăng, đệm, khớp nối"
ベトナム語,351,9,小バール,"Xà beng, đòn bẩy nhỏ"
ベトナム語,352,10,大バール,"Xà beng, đòn bẩy to"
ベトナム語,354,11,化粧合板,Ván trang trí
ベトナム語,355,12,普通合板,Ván thường
ベトナム語,356,13,スタイロフォーム,Tấm cách nhiệt
ベトナム語,357,14,面木,Dải vát cạnh
ベトナム語,358,15,バイブレーター,Đầm dùi bê tông
ベトナム語,359,16,剥離剤,"Chất chống dính ván khuô n, chất tách khuôn, chất th áo khuôn"
ベトナム語,360,17,けこみ板,Ván đứng (giữa 2 bậc thang)
ベトナム語,361,18,目地棒,"Thanh tạo rãnh, thanh nối, thanh liên kết"
ベトナム語,362,19,コンクリート,Bê tông
ベトナム語,363,20,コンベックス,Thước dây
ベトナム語,365,21,作業用手袋,Găng tay bảo hộ lao động
ベトナム語,366,22,差金,"Thước vuông, ê ke (của thợ mộc)"
ベトナム語,367,23,水平器,"Thước thủy, thước nivo, ống bọt nước"
ベトナム語,368,24,墨さし,Cọ châm mực làm dấu
ベトナム語,369,25,墨つぼ,Lọ mực (của thợ môc)
ベトナム語,371,1,丸セパレーター（丸セパ）,Thiết bị phân ly
ベトナム語,372,2,天端釘,Đinh đóng mặt trên
ベトナム語,373,3,けれん,"Làm sạch, phẳng, nhẵn bề mặt, Chà nhám"
ベトナム語,374,4,型枠支保工,Hệ chống đỡ ván khuôn
ベトナム語,375,5,基礎型枠（メタルフォ                   ーム）,Ván khuôn móng (Ván khu ôn kim loại)
ベトナム語,376,6,釘仕舞い,Nhổ đinh khỏi gỗ phế liệu
ベトナム語,377,7,スラブ天端,Mặt trên bê tông
ベトナム語,378,8,高さ（タッパ）,Độ cao (còn gọi là Tappa)
ベトナム語,379,9,建込み,Lắp đặt theo chiều dọc
ベトナム語,380,10,通り,"Thẳng, Ngay ngắn"
ベトナム語,382,11,蹴上げ,Chiều cao một bậc thang
ベトナム語,383,12,蹴込み,Phần lõm vào theo chiều ngang của bậc thang trên v à bậc thang dưới
ベトナム語,384,13,工具の手入れ,Bảo dưỡng dụng cụ
ベトナム語,385,14,下げ振り,"Quả dọi, dây dọi"
ベトナム語,386,15,地墨,Đánh đấu
ベトナム語,387,16,捨てコンクリート,Bê tông lớp tạo phẳng
ベトナム語,388,17,はね出し,Nhô ra
ベトナム語,389,18,はらみ,Phình
ベトナム語,390,19,前面,Mặt trước
ベトナム語,391,20,養生,Dưỡng hộ
ベトナム語,393,21,レベル,Độ cân bằng
ベトナム語,394,22,割付,"Sự phân bổ, bố trí đều"
ベトナム語,395,23,埋め込み金物,Kim loại đặt trong bê tông
ベトナム語,396,24,解体する（バラス）,(danh từ) Sự tháo dỡ
ベトナム語,398,25,かぶり寸法,Độ dày lớp bê tông bảo vệ cốt thép
ベトナム語,400,1,異形棒鋼,Cốt thép có gờ (cốt thép gai)
ベトナム語,401,2,結束線,Dây thép buộc
ベトナム語,402,3,結束工具,Móc buộc thép
ベトナム語,403,4,鉄筋切断機,Máy cắt thép
ベトナム語,404,5,鉄筋曲げ加工機,Máy uốn thép
ベトナム語,405,6,フック,Móc
ベトナム語,406,7,保護帽（ヘルメット）,Mũ bảo hộ
ベトナム語,407,8,アンカー,Neo
ベトナム語,408,9,加工場,Khu vực gia công
ベトナム語,409,10,スペーサ―,Con kê
ベトナム語,411,11,ドーナツ,Con kê hình bánh xe
ベトナム語,412,12,加工配筋図,Bản vẽ bố trí cốt thép gia c ông
ベトナム語,413,13,配筋詳細図,Bản vẽ chi tiết bố trí cốt th ép
ベトナム語,414,14,開口補強筋,Cốt thép gia cường lỗ mở
ベトナム語,415,15,幅止め筋,Cốt thép đai ngắn nối hai thanh đối diện bụng dầm đ ể giữ khoảng cách chính x ác giữa 2 thanh
ベトナム語,416,16,差筋,Cốt thép chờ
ベトナム語,417,17,柱主筋,Cột chủ cốt thép
ベトナム語,418,18,柱配筋,Cột cốt thép
ベトナム語,419,19,スラブ筋,Cốt thép bản mặt
ベトナム語,420,20,ベース筋,"Cốt thép nền, móng"
ベトナム語,422,21,帯筋（フープ）,Cốt thép đai (dạng vòng tr òn)
ベトナム語,423,22,下端筋,Cốt thép bên dưới
ベトナム語,424,23,上端筋,Cốt thép bên trên
ベトナム語,425,24,主筋,Cốt thép chủ
ベトナム語,426,25,あばら筋,Cốt thép đai (dạng thanh)
ベトナム語,428,1,はかま筋,Cốt thép đặt xung quanh c ác cốt thép khác ở móng đ ể gia cố
ベトナム語,429,2,縦筋,Cốt thép dọc
ベトナム語,430,3,下筋,Cốt thép dưới
ベトナム語,431,4,横筋,Cốt thép ngang
ベトナム語,432,5,腹筋,Cốt thép cấu tạo bụng dầm
ベトナム語,433,6,配力筋,Cốt thép phân bố
ベトナム語,434,7,上筋,Cốt thép trên
ベトナム語,435,8,スパイラル筋,Cốt thép xoắn ốc
ベトナム語,436,9,鉄筋径,Đường kính cốt thép
ベトナム語,437,10,かぶり厚さ,Độ dày lớp bê tông bảo vệ cốt thép
ベトナム語,439,11,角度,Độ góc
ベトナム語,440,12,シングル,"Đơn, một"
ベトナム語,441,13,ダブル,"Đôi, hai"
ベトナム語,442,14,千鳥結束,Kết nối xen kẽ
ベトナム語,443,15,切断寸法,Kích thước cắt ngang
ベトナム語,444,16,加工寸法,Kích thước gia công
ベトナム語,445,17,重ね継手,"Liên kết chồng, mối nối chồng"
ベトナム語,446,18,圧接継手,"Liên kết hàn áp lực, mối nối hàn áp lực"
ベトナム語,447,19,開口部,"Lỗ mở, lỗ trống"
ベトナム語,448,20,溶接金網,Lưới cốt thép sợi hàn
ベトナム語,450,21,搬出,Vận chuyển ra
ベトナム語,451,22,搬入,Vận chuyển vào
ベトナム語,452,23,基礎,Móng
ベトナム語,453,24,機械式継手,"Liên kết cơ khí, mối nối cơ khí"
ベトナム語,454,25,配筋検査,Kiểm tra bố trí cốt thép
ベトナム語,456,1,トラクタ,Máy kéo
ベトナム語,457,2,ブルドーザ,Xe ủi
ベトナム語,458,3,トラクタショベル,Máy xúc
ベトナム語,459,4,ホイルローダ,Máy xúc lật bánh lốp
ベトナム語,460,5,ダンプトラック,Xe tải tự đổ
ベトナム語,461,6,油圧ショベル,Máy đào thủy lực
ベトナム語,462,7,バックホウ,Máy đào
ベトナム語,463,8,ローディングショベル,Máy đào gầu thuận
ベトナム語,464,9,ローラ,Xe lu
ベトナム語,465,10,バケット,Gầu
ベトナム語,467,11,ブーム,Cần chống
ベトナム語,468,12,アーム,Cần ngang
ベトナム語,469,13,ブレード（排土板）,Lưỡi ủi (còn gọi là Tấm gạt đất)
ベトナム語,470,14,タイヤ,Lốp xe
ベトナム語,471,15,クローラ,Bánh xích
ベトナム語,472,16,キー（鍵）,Chìa khóa
ベトナム語,473,17,"作業装置
（アタッチメント）",Phụ tùng
ベトナム語,474,18,エンジン,Động cơ
ベトナム語,475,19,ディーゼルエンジン,Động cơ Diesel
ベトナム語,476,20,エンジンオイル,Dầu động cơ
ベトナム語,478,21,"オルタネータ
（充電発電機）",Máy phát điện xoay chiều (Máy sạc và phát điện)
ベトナム語,479,22,バッテリ,Ắc quy
ベトナム語,480,23,燃料,Nhiên liệu
ベトナム語,481,24,軽油,Dầu nhẹ
ベトナム語,482,25,ブレーキ,Phanh
ベトナム語,484,1,油圧シリンダ,Xylanh thủy lực
ベトナム語,485,2,油圧モータ,Mô tơ thủy lực
ベトナム語,486,3,油圧ポンプ,Bơm thủy lực
ベトナム語,487,4,水漏れ,Rò rỉ nước
ベトナム語,488,5,油漏れ,Rò rỉ dầu
ベトナム語,489,6,冷却水,Nước làm mát
ベトナム語,490,7,ブレーキ液,Chất lỏng phanh
ベトナム語,491,8,燃料タンク,Thùng nhiên liệu
ベトナム語,492,9,ファンベルト,Dây đai quạt
ベトナム語,493,10,空気圧,Áp suất khí
ベトナム語,494,11,クラッチ,Khớp li hợp
ベトナム語,495,12,急発進,Tiến đột ngột
ベトナム語,496,13,急ブレーキ,Phanh đột ngột
ベトナム語,498,14,アイドリング,"Chạy không tải, chạy cầm chừng"
ベトナム語,499,15,走行,Chạy
ベトナム語,500,16,旋回,Đi vòng tròn
ベトナム語,501,17,安全ロック,Khóa an toàn
